[BrakeControllerBridge @ factory.py:85][DEBUG] 2019-03-01 00:40:48,623: Logging to: logs/2019_Mar_01/BrakeControllerBridge/00_40_48.log
[BrakeControllerBridge @ brake_controller_bridge.py:31][DEBUG] 2019-03-01 00:40:54,174: start_packet: 'Packet(receive_time=1551418854.1741657, timestamp=0, name=first_packet, sequence_num=0, data=[30.0, 0.0, 0.0], global_sequence_num=-1)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:54,318: packet: 'Packet(receive_time=1551418854.316423, timestamp=5.092736, name=brake, sequence_num=0, data=[1.1, 12.02, 10.8, 131.2, 0.0, 0, 0.0], global_sequence_num=0)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:58,364: packet: 'Packet(receive_time=1551418858.3643584, timestamp=9.144936, name=brake, sequence_num=0, data=[1.94, 12.0, 19.72, 242.4, 12.03, 0, 0.0], global_sequence_num=40)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:58,468: packet: 'Packet(receive_time=1551418858.4675496, timestamp=9.247588, name=brake, sequence_num=0, data=[1.34, 12.02, 13.52, 168.8, 12.01, 0, 0.0], global_sequence_num=41)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:58,701: packet: 'Packet(receive_time=1551418858.5697567, timestamp=9.35034, name=brake, sequence_num=0, data=[1.27, 12.02, 12.32, 156.0, 12.02, 0, 0.0], global_sequence_num=42)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:58,701: packet: 'Packet(receive_time=1551418858.6701365, timestamp=9.450604, name=brake, sequence_num=0, data=[1.21, 12.02, 12.52, 141.6, 12.03, 0, 0.0], global_sequence_num=43)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:58,774: packet: 'Packet(receive_time=1551418858.7733698, timestamp=9.553448, name=brake, sequence_num=0, data=[1.24, 12.02, 12.92, 150.4, 12.03, 0, 0.0], global_sequence_num=44)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:58,874: packet: 'Packet(receive_time=1551418858.87355, timestamp=9.653588, name=brake, sequence_num=0, data=[1.25, 12.02, 12.52, 152.0, 12.02, 0, 0.0], global_sequence_num=45)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,118: packet: 'Packet(receive_time=1551418858.9757404, timestamp=9.756508, name=brake, sequence_num=0, data=[1.21, 12.02, 11.92, 150.4, 12.03, 0, 0.0], global_sequence_num=46)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,119: packet: 'Packet(receive_time=1551418859.078339, timestamp=9.859236, name=brake, sequence_num=0, data=[1.28, 12.02, 12.4, 153.6, 12.03, 0, 0.0], global_sequence_num=47)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,179: packet: 'Packet(receive_time=1551418859.1788702, timestamp=9.959528, name=brake, sequence_num=0, data=[1.23, 12.02, 12.32, 153.6, 12.03, 0, 0.0], global_sequence_num=48)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,282: packet: 'Packet(receive_time=1551418859.2817075, timestamp=10.062288, name=brake, sequence_num=0, data=[1.24, 12.02, 12.12, 149.6, 12.02, 0, 0.0], global_sequence_num=49)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,524: packet: 'Packet(receive_time=1551418859.3810217, timestamp=10.162428, name=brake, sequence_num=0, data=[1.23, 12.02, 12.32, 145.6, 12.03, 0, 0.0], global_sequence_num=50)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,525: packet: 'Packet(receive_time=1551418859.4845483, timestamp=10.265212, name=brake, sequence_num=0, data=[1.25, 12.02, 12.4, 145.6, 12.03, 0, 0.0], global_sequence_num=51)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,587: packet: 'Packet(receive_time=1551418859.5873082, timestamp=10.36806, name=brake, sequence_num=0, data=[1.24, 12.02, 12.12, 149.6, 12.02, 0, 0.0], global_sequence_num=52)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,688: packet: 'Packet(receive_time=1551418859.6874232, timestamp=10.4683, name=brake, sequence_num=0, data=[1.23, 12.02, 12.2, 148.0, 12.02, 0, 0.0], global_sequence_num=53)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,915: packet: 'Packet(receive_time=1551418859.787065, timestamp=10.568804, name=brake, sequence_num=0, data=[1.26, 12.02, 12.52, 141.6, 12.02, 0, 0.0], global_sequence_num=54)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,915: packet: 'Packet(receive_time=1551418859.8906548, timestamp=10.671556, name=brake, sequence_num=0, data=[1.23, 12.02, 11.92, 141.6, 12.03, 0, 0.0], global_sequence_num=55)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:59,990: packet: 'Packet(receive_time=1551418859.9897902, timestamp=10.771648, name=brake, sequence_num=0, data=[1.2, 12.02, 11.92, 141.6, 12.02, 0, 0.0], global_sequence_num=56)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,093: packet: 'Packet(receive_time=1551418860.0927904, timestamp=10.874404, name=brake, sequence_num=0, data=[1.24, 12.02, 12.52, 148.0, 12.03, 0, 0.0], global_sequence_num=57)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,328: packet: 'Packet(receive_time=1551418860.1930082, timestamp=10.97448, name=brake, sequence_num=0, data=[1.21, 12.02, 11.8, 137.6, 12.03, 0, 0.0], global_sequence_num=58)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,328: packet: 'Packet(receive_time=1551418860.2958882, timestamp=11.077272, name=brake, sequence_num=0, data=[1.22, 12.02, 11.72, 139.2, 12.03, 0, 0.0], global_sequence_num=59)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,398: packet: 'Packet(receive_time=1551418860.3979745, timestamp=11.18002, name=brake, sequence_num=0, data=[1.25, 12.03, 12.32, 148.0, 12.03, 0, 0.0], global_sequence_num=60)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,499: packet: 'Packet(receive_time=1551418860.4986317, timestamp=11.28024, name=brake, sequence_num=0, data=[1.19, 12.02, 11.8, 149.6, 12.03, 0, 0.0], global_sequence_num=61)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,726: packet: 'Packet(receive_time=1551418860.5991817, timestamp=11.380836, name=brake, sequence_num=0, data=[1.23, 12.02, 12.8, 149.6, 12.02, 0, 0.0], global_sequence_num=62)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,726: packet: 'Packet(receive_time=1551418860.7016895, timestamp=11.483664, name=brake, sequence_num=0, data=[1.23, 12.02, 11.8, 143.2, 12.02, 0, 0.0], global_sequence_num=63)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,802: packet: 'Packet(receive_time=1551418860.8020647, timestamp=11.58388, name=brake, sequence_num=0, data=[1.2, 12.02, 11.8, 140.0, 12.03, 0, 0.0], global_sequence_num=64)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:00,905: packet: 'Packet(receive_time=1551418860.9048684, timestamp=11.686636, name=brake, sequence_num=0, data=[1.18, 12.02, 11.92, 148.0, 12.02, 0, 0.0], global_sequence_num=65)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,132: packet: 'Packet(receive_time=1551418861.0046058, timestamp=11.786728, name=brake, sequence_num=0, data=[1.24, 12.02, 12.72, 152.0, 12.03, 0, 0.0], global_sequence_num=66)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,133: packet: 'Packet(receive_time=1551418861.1073244, timestamp=11.889528, name=brake, sequence_num=0, data=[1.24, 12.02, 12.52, 152.0, 12.03, 0, 0.0], global_sequence_num=67)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,208: packet: 'Packet(receive_time=1551418861.2072, timestamp=11.990108, name=brake, sequence_num=0, data=[1.2, 12.02, 12.4, 148.0, 12.03, 0, 0.0], global_sequence_num=68)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,309: packet: 'Packet(receive_time=1551418861.3083386, timestamp=12.090452, name=brake, sequence_num=0, data=[1.25, 12.02, 12.2, 152.0, 12.03, 0, 0.0], global_sequence_num=69)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,538: packet: 'Packet(receive_time=1551418861.4105191, timestamp=12.1934, name=brake, sequence_num=0, data=[1.22, 12.02, 12.12, 139.2, 12.03, 0, 0.0], global_sequence_num=70)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,539: packet: 'Packet(receive_time=1551418861.5132523, timestamp=12.29624, name=brake, sequence_num=0, data=[1.24, 12.02, 12.52, 153.6, 12.03, 0, 0.0], global_sequence_num=71)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,614: packet: 'Packet(receive_time=1551418861.6142254, timestamp=12.396652, name=brake, sequence_num=0, data=[1.16, 12.02, 12.0, 148.0, 12.03, 0, 0.0], global_sequence_num=72)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,717: packet: 'Packet(receive_time=1551418861.716788, timestamp=12.499424, name=brake, sequence_num=0, data=[1.19, 12.02, 12.32, 145.6, 12.03, 0, 0.0], global_sequence_num=73)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,952: packet: 'Packet(receive_time=1551418861.8166203, timestamp=12.599628, name=brake, sequence_num=0, data=[1.2, 12.02, 12.2, 153.6, 12.03, 0, 0.0], global_sequence_num=74)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:01,952: packet: 'Packet(receive_time=1551418861.9185534, timestamp=12.702316, name=brake, sequence_num=0, data=[1.23, 12.02, 12.12, 144.0, 12.02, 0, 0.0], global_sequence_num=75)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,022: packet: 'Packet(receive_time=1551418862.0220306, timestamp=12.805192, name=brake, sequence_num=0, data=[1.17, 12.02, 11.8, 141.6, 12.02, 0, 0.0], global_sequence_num=76)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,122: packet: 'Packet(receive_time=1551418862.1216786, timestamp=12.905348, name=brake, sequence_num=0, data=[1.18, 12.02, 12.32, 148.0, 12.02, 0, 0.0], global_sequence_num=77)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,355: packet: 'Packet(receive_time=1551418862.2218199, timestamp=13.005924, name=brake, sequence_num=0, data=[1.26, 12.02, 12.12, 141.6, 12.02, 0, 0.0], global_sequence_num=78)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,355: packet: 'Packet(receive_time=1551418862.323129, timestamp=13.106756, name=brake, sequence_num=0, data=[5.07, 12.02, 52.52, 638.4, 12.02, 0, 53.5], global_sequence_num=79)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,426: packet: 'Packet(receive_time=1551418862.4261723, timestamp=13.20978, name=brake, sequence_num=0, data=[5.59, 12.02, 53.6, 625.6, 12.02, 51, 53.5], global_sequence_num=80)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,529: packet: 'Packet(receive_time=1551418862.5292768, timestamp=13.312796, name=brake, sequence_num=0, data=[5.47, 12.01, 54.12, 638.4, 12.02, 41, 53.5], global_sequence_num=81)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,772: packet: 'Packet(receive_time=1551418862.6293316, timestamp=13.413088, name=brake, sequence_num=0, data=[5.39, 12.02, 52.92, 628.0, 12.02, 39, 53.5], global_sequence_num=82)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,773: packet: 'Packet(receive_time=1551418862.7317157, timestamp=13.51598, name=brake, sequence_num=0, data=[5.44, 12.02, 53.6, 640.0, 12.02, 35, 53.5], global_sequence_num=83)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,836: packet: 'Packet(receive_time=1551418862.8358457, timestamp=13.618932, name=brake, sequence_num=0, data=[5.46, 12.02, 53.8, 640.8, 12.03, 33, 53.5], global_sequence_num=84)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:02,936: packet: 'Packet(receive_time=1551418862.935298, timestamp=13.719652, name=brake, sequence_num=0, data=[5.47, 12.02, 53.32, 624.0, 12.02, 45, 53.5], global_sequence_num=85)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:41:03,182: packet: 'Packet(receive_time=1551418863.0383747, timestamp=13.822664, name=brake, sequence_num=0, data=[5.29, 12.01, 52.92, 628.8, 12.02, 29, 53.5], global_sequence_num=86)'
[BrakeControllerBridge @ node.py:82][DEBUG] 2019-03-01 00:41:03,182: [log buffer start]
[DEBUG, 1551418854.316423]: Packet(receive_time=1551418854.316423, timestamp=5.092736, name=brake, sequence_num=0, data=[1.1, 12.02, 10.8, 131.2, 0.0, 0, 0.0], global_sequence_num=0)
[DEBUG, 1551418854.4166262]: Packet(receive_time=1551418854.4166262, timestamp=5.193816, name=brake, sequence_num=0, data=[1.09, 12.02, 11.0, 132.0, 12.03, 0, 0.0], global_sequence_num=1)
[DEBUG, 1551418854.5181415]: Packet(receive_time=1551418854.5181415, timestamp=5.295204, name=brake, sequence_num=0, data=[1.1, 12.02, 10.92, 129.6, 12.03, 0, 0.0], global_sequence_num=2)
[DEBUG, 1551418854.6191213]: Packet(receive_time=1551418854.6191213, timestamp=5.395556, name=brake, sequence_num=0, data=[1.1, 12.03, 10.92, 131.2, 12.03, 0, 0.0], global_sequence_num=3)
[DEBUG, 1551418854.7202353]: Packet(receive_time=1551418854.7202353, timestamp=5.496944, name=brake, sequence_num=0, data=[1.08, 12.02, 10.6, 133.6, 12.03, 0, 0.0], global_sequence_num=4)
[DEBUG, 1551418854.8206532]: Packet(receive_time=1551418854.8206532, timestamp=5.597268, name=brake, sequence_num=0, data=[1.08, 12.03, 11.0, 131.2, 12.03, 0, 0.0], global_sequence_num=5)
[DEBUG, 1551418854.9213796]: Packet(receive_time=1551418854.9213796, timestamp=5.698652, name=brake, sequence_num=0, data=[1.06, 12.02, 10.6, 131.2, 12.03, 0, 0.0], global_sequence_num=6)
[DEBUG, 1551418855.0226643]: Packet(receive_time=1551418855.0226643, timestamp=5.800032, name=brake, sequence_num=0, data=[1.08, 12.03, 11.12, 131.2, 12.03, 0, 0.0], global_sequence_num=7)
[DEBUG, 1551418855.1230223]: Packet(receive_time=1551418855.1230223, timestamp=5.900388, name=brake, sequence_num=0, data=[1.13, 12.03, 10.92, 133.6, 12.03, 0, 0.0], global_sequence_num=8)
[DEBUG, 1551418855.223936]: Packet(receive_time=1551418855.223936, timestamp=6.001756, name=brake, sequence_num=0, data=[1.09, 12.03, 11.0, 129.6, 12.03, 0, 0.0], global_sequence_num=9)
